shipping_id,order_id,shipping_date,return_date,shipping_providers,delivery_status
1289,14439,9/22/2021,,fedex,Delivered
1290,18609,3/13/2020,,fedex,Delivered
1291,4675,8/23/2022,,fedex,Delivered
1292,365,1/15/2022,,fedex,Delivered
1293,1987,3/26/2021,,fedex,Delivered
1294,11414,8/29/2020,,fedex,Delivered
1295,3945,6/30/2020,,fedex,Delivered
1296,21191,7/20/2024,,fedex,Delivered
1297,21161,4/22/2024,,fedex,Delivered
1298,21550,3/3/2024,,fedex,Delivered
1299,9819,1/24/2024,,fedex,Delivered
1300,8052,9/26/2023,,fedex,Delivered
1301,8103,8/29/2023,,fedex,Delivered
1302,3165,8/22/2023,,fedex,Delivered
1303,3540,8/12/2023,,fedex,Delivered
1304,13640,7/25/2023,,fedex,Delivered
1305,16799,6/28/2023,,fedex,Delivered
1306,10955,6/24/2023,,fedex,Delivered
1307,17535,6/19/2023,,fedex,Delivered
1308,282,6/17/2023,,fedex,Delivered
1309,18794,5/26/2023,,fedex,Delivered
1310,17161,5/19/2023,,fedex,Delivered
1311,5471,5/11/2023,,fedex,Delivered
1312,6122,4/20/2023,,fedex,Delivered
1313,11799,4/15/2023,,fedex,Delivered
1314,18112,4/16/2023,,fedex,Delivered
1315,11844,4/13/2023,,fedex,Delivered
1316,6620,4/2/2023,,fedex,Delivered
1317,5253,3/25/2023,,fedex,Delivered
1318,18376,3/21/2023,,fedex,Delivered
1319,11179,3/17/2023,,fedex,Delivered
1320,12975,3/4/2023,,fedex,Delivered
1321,2517,2/24/2023,,fedex,Delivered
1322,4689,2/17/2023,,fedex,Delivered
1323,3121,2/16/2023,,fedex,Delivered
1324,13119,2/14/2023,,fedex,Delivered
1325,6331,2/7/2023,,fedex,Delivered
1326,18219,1/27/2023,,fedex,Delivered
1327,16680,1/1/2023,,fedex,Delivered
1328,8359,12/14/2022,,fedex,Delivered
1329,864,11/2/2022,,fedex,Delivered
1330,6471,10/12/2022,,fedex,Delivered
1331,11689,9/26/2022,,fedex,Delivered
1332,11831,9/15/2022,,fedex,Delivered
1333,9419,9/4/2022,,fedex,Delivered
1334,20658,8/17/2022,,fedex,Delivered
1335,19701,7/12/2022,,fedex,Delivered
1336,11777,7/4/2022,,fedex,Delivered
1337,14861,6/30/2022,,fedex,Delivered
1338,2315,6/25/2022,,fedex,Delivered
1339,19346,6/4/2022,,fedex,Delivered
1340,15550,5/24/2022,,fedex,Delivered
1341,5641,5/1/2022,,fedex,Delivered
1342,19267,4/5/2022,,fedex,Delivered
1343,15682,3/7/2022,,fedex,Delivered
1344,18607,2/3/2022,,fedex,Delivered
1345,2972,1/4/2022,,fedex,Delivered
1346,8127,11/25/2021,,fedex,Delivered
1347,6669,11/12/2021,,fedex,Delivered
1348,4571,10/21/2021,,fedex,Delivered
1349,467,10/1/2021,,fedex,Delivered
1350,15580,8/17/2021,,fedex,Delivered
1351,20220,8/12/2021,,fedex,Delivered
1352,13028,8/12/2021,,fedex,Delivered
1353,2498,8/7/2021,,fedex,Delivered
1354,15494,7/6/2021,,fedex,Delivered
1355,16435,7/1/2021,,fedex,Delivered
1356,12307,7/1/2021,,fedex,Delivered
1357,16615,6/12/2021,,fedex,Delivered
1358,15514,5/20/2021,,fedex,Delivered
1359,8664,5/18/2021,,fedex,Delivered
1360,1549,5/1/2021,,fedex,Delivered
1361,18244,4/26/2021,,fedex,Delivered
1362,2192,3/24/2021,,fedex,Delivered
1363,10835,3/19/2021,,fedex,Delivered
1364,1238,3/14/2021,,fedex,Delivered
1365,15377,2/17/2021,,fedex,Delivered
1366,8225,1/1/2021,,fedex,Delivered
1367,13143,12/18/2020,,fedex,Delivered
1368,19625,12/4/2020,,fedex,Delivered
1369,1863,10/21/2020,,fedex,Delivered
1370,10922,9/27/2020,,fedex,Delivered
1371,11562,9/18/2020,,fedex,Delivered
1372,5533,9/11/2020,,fedex,Delivered
1373,9387,9/11/2020,,fedex,Delivered
1374,10480,9/5/2020,,fedex,Delivered
1375,2773,7/27/2020,,fedex,Delivered
1376,4175,6/23/2020,,fedex,Delivered
1377,6416,6/23/2020,,fedex,Delivered
1378,2725,4/20/2020,,fedex,Delivered
1379,16064,4/4/2020,,fedex,Delivered
1380,17779,2/8/2020,,fedex,Delivered
1381,5177,1/13/2020,,fedex,Delivered
1382,20966,7/23/2024,,fedex,Delivered
1383,21303,7/18/2024,,fedex,Delivered
1384,21411,6/29/2024,,fedex,Delivered
1385,21129,3/17/2024,,fedex,Delivered
1386,21484,2/2/2024,,fedex,Delivered
1387,6425,1/24/2024,,fedex,Delivered
1388,14181,1/13/2024,,fedex,Delivered
1389,7140,11/9/2023,,fedex,Delivered
1390,5974,10/24/2023,,fedex,Delivered
1391,16732,10/19/2023,,fedex,Delivered
1392,17369,9/28/2023,,fedex,Delivered
1393,1366,9/16/2023,,fedex,Delivered
1394,15687,9/11/2023,,fedex,Delivered
1395,1317,9/11/2023,,fedex,Delivered
1396,16489,9/8/2023,,fedex,Delivered
1397,9779,9/1/2023,,fedex,Delivered
1398,9505,8/26/2023,,fedex,Delivered
1399,18058,8/19/2023,,fedex,Delivered
1400,6566,8/12/2023,,fedex,Delivered
1401,11151,7/31/2023,,fedex,Delivered
1402,10008,7/12/2023,,fedex,Delivered
1403,15079,7/7/2023,,fedex,Delivered
1404,8536,7/5/2023,,fedex,Delivered
1405,18310,6/23/2023,,fedex,Delivered
1406,3380,6/17/2023,,fedex,Delivered
1407,15530,6/13/2023,,fedex,Delivered
1408,13710,6/11/2023,,fedex,Delivered
1409,9104,6/2/2023,,fedex,Delivered
1410,5645,5/31/2023,,fedex,Delivered
1411,5375,5/10/2023,,fedex,Delivered
1412,17319,5/9/2023,,fedex,Delivered
1413,3546,5/5/2023,,fedex,Delivered
1414,493,4/22/2023,,fedex,Delivered
1415,17203,4/11/2023,,fedex,Delivered
1416,13668,4/2/2023,,fedex,Delivered
1417,8015,4/3/2023,,fedex,Delivered
1418,3243,3/22/2023,,fedex,Delivered
1419,1797,2/21/2023,,fedex,Delivered
1420,2509,1/23/2023,,fedex,Delivered
1421,10214,11/20/2022,,fedex,Delivered
1422,14306,9/12/2022,,fedex,Delivered
1423,8567,8/30/2022,,fedex,Delivered
1424,5806,9/2/2022,,fedex,Delivered
1425,20834,8/26/2022,,fedex,Delivered
1426,3566,8/13/2022,,fedex,Delivered
1427,20106,7/23/2022,,fedex,Delivered
1428,16173,7/23/2022,,fedex,Delivered
1429,17478,7/20/2022,,fedex,Delivered
1430,18270,7/8/2022,,fedex,Delivered
1431,19260,7/4/2022,,fedex,Delivered
1432,17349,5/13/2022,,fedex,Delivered
1433,1126,5/12/2022,,fedex,Delivered
1434,17990,4/26/2022,,fedex,Delivered
1435,18845,4/15/2022,,fedex,Delivered
1436,8166,3/29/2022,,fedex,Delivered
1437,11727,3/21/2022,,fedex,Delivered
1438,18272,3/14/2022,,fedex,Delivered
1439,2967,2/16/2022,,fedex,Delivered
1440,9401,1/29/2022,,fedex,Delivered
1441,13157,1/26/2022,,fedex,Delivered
1442,19159,12/5/2021,,fedex,Delivered
1443,4279,12/4/2021,,fedex,Delivered
1444,10880,12/2/2021,,fedex,Delivered
1445,18389,12/2/2021,,fedex,Delivered
1446,5227,11/16/2021,,fedex,Delivered
1447,1467,11/10/2021,,fedex,Delivered
1448,17615,11/8/2021,,fedex,Delivered
1449,8040,11/2/2021,,fedex,Delivered
1450,14815,10/28/2021,,fedex,Delivered
1451,14591,10/28/2021,,fedex,Delivered
1452,594,10/19/2021,,fedex,Delivered
1453,1874,9/16/2021,,fedex,Delivered
1454,1309,9/11/2021,,fedex,Delivered
1455,13189,9/10/2021,,fedex,Delivered
1456,4858,8/25/2021,,fedex,Delivered
1457,19569,8/18/2021,,fedex,Delivered
1458,10763,8/17/2021,,fedex,Delivered
1459,20109,8/14/2021,,fedex,Delivered
1460,18606,8/13/2021,,fedex,Delivered
1461,7725,8/3/2021,,fedex,Delivered
1462,20470,7/27/2021,,fedex,Delivered
1463,32,6/28/2021,,fedex,Delivered
1464,15686,6/12/2021,,fedex,Delivered
1465,15400,6/8/2021,,fedex,Delivered
1466,17317,5/27/2021,,fedex,Delivered
1467,88,5/20/2021,,fedex,Delivered
1468,14552,5/16/2021,,fedex,Delivered
1469,15244,5/2/2021,,fedex,Delivered
1470,19192,4/27/2021,,fedex,Delivered
1471,19751,4/23/2021,,fedex,Delivered
1472,3617,4/15/2021,,fedex,Delivered
1473,13365,3/13/2021,,fedex,Delivered
1474,2006,3/14/2021,,fedex,Delivered
1475,8350,3/14/2021,,fedex,Delivered
1476,6278,2/24/2021,,fedex,Delivered
1477,1875,2/6/2021,,fedex,Delivered
1478,17619,1/26/2021,,fedex,Delivered
1479,10118,12/7/2020,,fedex,Delivered
1480,12114,11/6/2020,,fedex,Delivered
1481,8763,10/8/2020,,fedex,Delivered
1482,14821,9/8/2020,,fedex,Delivered
1483,3877,7/3/2020,,fedex,Delivered
1484,12486,5/15/2020,,fedex,Delivered
1485,5509,4/17/2020,,fedex,Delivered
1486,2310,4/13/2020,,fedex,Delivered
1487,802,2/18/2020,,fedex,Delivered
1488,6944,1/14/2020,,fedex,Delivered
1489,977,1/12/2020,,fedex,Delivered
1490,21542,7/27/2024,,fedex,Delivered
1491,21180,2/4/2024,,fedex,Delivered
1492,21069,1/21/2024,,fedex,Delivered
1493,21590,1/19/2024,,fedex,Delivered
1494,1254,12/5/2023,,fedex,Delivered
1495,3658,11/20/2023,,fedex,Delivered
1496,5999,11/17/2023,,fedex,Delivered
1497,14197,11/11/2023,,fedex,Delivered
1498,17246,11/2/2023,,fedex,Delivered
1499,8952,10/1/2023,,fedex,Delivered
1500,10546,9/25/2023,,fedex,Delivered
1501,14056,9/20/2023,,fedex,Delivered
1502,10513,8/19/2023,,fedex,Delivered
1503,14135,8/7/2023,,fedex,Delivered
1504,20646,7/12/2023,,fedex,Delivered
1505,17121,6/22/2023,,fedex,Delivered
1506,16457,6/12/2023,,fedex,Delivered
1507,1890,5/23/2023,,fedex,Delivered
1508,12045,5/21/2023,,fedex,Delivered
1509,6329,5/11/2023,,fedex,Delivered
1510,20542,4/26/2023,,fedex,Delivered
1511,5697,4/11/2023,,fedex,Delivered
1512,6904,4/8/2023,,fedex,Delivered
1513,19858,4/4/2023,,fedex,Delivered
1514,16963,4/1/2023,,fedex,Delivered
1515,18639,3/29/2023,,fedex,Delivered
1516,18051,3/16/2023,,fedex,Delivered
1517,10291,3/16/2023,,fedex,Delivered
1518,6181,3/10/2023,,fedex,Delivered
1519,11474,2/8/2023,,fedex,Delivered
1520,9967,2/4/2023,,fedex,Delivered
1521,15940,1/29/2023,,fedex,Delivered
1522,825,12/5/2022,,fedex,Delivered
1523,11842,11/24/2022,,fedex,Delivered
1524,11484,9/16/2022,,fedex,Delivered
1525,13678,9/9/2022,,fedex,Delivered
1526,12325,9/6/2022,,fedex,Delivered
1527,15743,8/26/2022,,fedex,Delivered
1528,2728,8/18/2022,,fedex,Delivered
1529,20117,8/17/2022,,fedex,Delivered
1530,11097,8/14/2022,,fedex,Delivered
1531,6214,8/10/2022,,fedex,Delivered
1532,4583,7/24/2022,,fedex,Delivered
1533,12593,6/30/2022,,fedex,Delivered
1534,585,6/25/2022,,fedex,Delivered
1535,18725,6/20/2022,,fedex,Delivered
1536,16230,6/11/2022,,fedex,Delivered
1537,8578,5/27/2022,,fedex,Delivered
1538,9120,5/15/2022,,fedex,Delivered
1539,18820,5/4/2022,,fedex,Delivered
1540,4749,5/2/2022,,fedex,Delivered
1541,19313,5/2/2022,,fedex,Delivered
1542,12599,4/20/2022,,fedex,Delivered
1543,15122,4/8/2022,,fedex,Delivered
1544,20890,3/16/2022,,fedex,Delivered
1545,10860,3/13/2022,,fedex,Delivered
1546,13700,3/3/2022,,fedex,Delivered
1547,20812,3/6/2022,,fedex,Delivered
1548,17867,2/21/2022,,fedex,Delivered
1549,13343,12/15/2021,,fedex,Delivered
1550,9404,11/3/2021,,fedex,Delivered
1551,4137,10/1/2021,,fedex,Delivered
1552,18484,8/30/2021,,fedex,Delivered
1553,12837,8/29/2021,,fedex,Delivered
1554,3550,8/14/2021,,fedex,Delivered
1555,7837,8/13/2021,,fedex,Delivered
1556,15611,8/10/2021,,fedex,Delivered
1557,2345,8/3/2021,,fedex,Delivered
1558,11725,6/30/2021,,fedex,Delivered
1559,11287,6/20/2021,,fedex,Delivered
1560,4096,6/18/2021,,fedex,Delivered
1561,19920,6/14/2021,,fedex,Delivered
1562,15511,6/9/2021,,fedex,Delivered
1563,13176,6/5/2021,,fedex,Delivered
1564,20123,5/14/2021,,fedex,Delivered
1565,3378,4/13/2021,,fedex,Delivered
1566,19152,4/11/2021,,fedex,Delivered
1567,18218,3/29/2021,,fedex,Delivered
1568,17695,3/20/2021,,fedex,Delivered
1569,17277,3/19/2021,,fedex,Delivered
1570,15371,3/12/2021,,fedex,Delivered
1571,11083,3/14/2021,,fedex,Delivered
1572,20348,3/14/2021,,fedex,Delivered
1573,7586,2/19/2021,,fedex,Delivered
1574,10001,2/7/2021,,fedex,Delivered
1575,17332,2/8/2021,,fedex,Delivered
1576,16486,1/30/2021,,fedex,Delivered
1577,16962,1/20/2021,,fedex,Delivered
1578,10822,11/21/2020,,fedex,Delivered
1579,10934,11/14/2020,,fedex,Delivered
1580,14865,10/14/2020,,fedex,Delivered
1581,2054,10/9/2020,,fedex,Delivered
1582,4991,9/30/2020,,fedex,Delivered
1583,14501,9/18/2020,,fedex,Delivered
1584,7332,9/12/2020,,fedex,Delivered
1585,9171,9/6/2020,,fedex,Delivered
1586,15417,8/21/2020,,fedex,Delivered
1587,16678,8/16/2020,,fedex,Delivered
1588,7610,7/7/2020,,fedex,Delivered
1589,2238,6/29/2020,,fedex,Delivered
1590,11832,4/13/2020,,fedex,Delivered
1591,4930,3/15/2020,,fedex,Delivered
1592,8459,3/12/2020,,fedex,Delivered
1593,8623,2/29/2020,,fedex,Delivered
1594,7758,1/4/2020,,fedex,Delivered
1595,21413,6/21/2024,,fedex,Delivered
1596,21370,5/26/2024,,fedex,Delivered
1597,21299,4/29/2024,,fedex,Delivered
1598,21625,2/21/2024,,fedex,Delivered
1599,1034,12/31/2023,,fedex,Delivered
1600,17613,12/26/2023,,fedex,Delivered
1601,16664,10/26/2023,,fedex,Delivered
1602,13423,10/7/2023,,fedex,Delivered
1603,11365,9/11/2023,,fedex,Delivered
1604,7647,9/4/2023,,fedex,Delivered
1605,9269,8/31/2023,,fedex,Delivered
1606,18072,8/25/2023,,fedex,Delivered
1607,19649,8/16/2023,,fedex,Delivered
1608,3118,8/11/2023,,fedex,Delivered
1609,8397,7/10/2023,,fedex,Delivered
1610,3002,6/21/2023,,fedex,Delivered
1611,10736,6/5/2023,,fedex,Delivered
1612,8010,6/7/2023,,fedex,Delivered
1613,17524,5/23/2023,,fedex,Delivered
1614,13942,5/17/2023,,fedex,Delivered
1615,14542,5/4/2023,,fedex,Delivered
1616,19697,5/4/2023,,fedex,Delivered
1617,20031,4/17/2023,,fedex,Delivered
1618,18658,4/12/2023,,fedex,Delivered
1619,9781,3/31/2023,,fedex,Delivered
1620,836,3/31/2023,,fedex,Delivered
1621,4166,3/23/2023,,fedex,Delivered
1622,17963,3/20/2023,,fedex,Delivered
1623,6793,3/13/2023,,fedex,Delivered
1624,9579,1/18/2023,,fedex,Delivered
1625,16456,1/16/2023,,fedex,Delivered
1626,13541,1/2/2023,,fedex,Delivered
1627,9694,12/28/2022,,fedex,Delivered
1628,6990,11/25/2022,,fedex,Delivered
1629,4257,10/21/2022,,fedex,Delivered
1630,1226,10/7/2022,,fedex,Delivered
1631,17032,9/29/2022,,fedex,Delivered
1632,2920,9/23/2022,,fedex,Delivered
1633,14519,9/7/2022,,fedex,Delivered
1634,14600,9/5/2022,,fedex,Delivered
1635,11583,8/18/2022,,fedex,Delivered
1636,10967,8/16/2022,,fedex,Delivered
1637,4210,8/16/2022,,fedex,Delivered
1638,20873,8/14/2022,,fedex,Delivered
1639,18421,7/29/2022,,fedex,Delivered
1640,13722,7/20/2022,,fedex,Delivered
1641,8809,6/25/2022,,fedex,Delivered
1642,3689,6/19/2022,,fedex,Delivered
1643,2298,5/30/2022,,fedex,Delivered
1644,9449,5/24/2022,,fedex,Delivered
1645,13693,5/18/2022,,fedex,Delivered
1646,9191,5/3/2022,,fedex,Delivered
1647,17890,4/21/2022,,fedex,Delivered
1648,13778,4/14/2022,,fedex,Delivered
1649,14664,4/8/2022,,fedex,Delivered
1650,9452,3/23/2022,,fedex,Delivered
1651,12858,1/21/2022,,fedex,Delivered
1652,15477,1/16/2022,,fedex,Delivered
1653,7782,12/27/2021,,fedex,Delivered
1654,4442,12/13/2021,,fedex,Delivered
1655,4172,11/13/2021,,fedex,Delivered
1656,10878,11/11/2021,,fedex,Delivered
1657,4105,10/18/2021,,fedex,Delivered
1658,1860,9/29/2021,,fedex,Delivered
1659,11098,10/1/2021,,fedex,Delivered
1660,18541,9/17/2021,,fedex,Delivered
1661,69,9/10/2021,,fedex,Delivered
1662,15528,9/7/2021,,fedex,Delivered
1663,18240,8/23/2021,,fedex,Delivered
1664,6490,8/17/2021,,fedex,Delivered
1665,19849,8/16/2021,,fedex,Delivered
1666,14902,8/12/2021,,fedex,Delivered
1667,15837,8/12/2021,,fedex,Delivered
1668,16923,7/23/2021,,fedex,Delivered
1669,16772,7/20/2021,,fedex,Delivered
1670,20686,7/14/2021,,fedex,Delivered
1671,19055,7/9/2021,,fedex,Delivered
1672,20529,7/1/2021,,fedex,Delivered
1673,16266,5/17/2021,,fedex,Delivered
1674,13618,4/8/2021,,fedex,Delivered
1675,11841,3/12/2021,,fedex,Delivered
1676,12934,2/28/2021,,fedex,Delivered
1677,2144,1/18/2021,,fedex,Delivered
1678,782,12/18/2020,,fedex,Delivered
1679,2490,11/11/2020,,fedex,Delivered
1680,4029,9/22/2020,,fedex,Delivered
1681,7092,8/29/2020,,fedex,Delivered
1682,14259,8/24/2020,,fedex,Delivered
1683,6104,8/23/2020,,fedex,Delivered
1684,4964,7/20/2020,,fedex,Delivered
1685,10043,6/30/2020,,fedex,Delivered
1686,4013,4/30/2020,,fedex,Delivered
1687,2922,4/7/2020,,fedex,Delivered
1688,4927,3/28/2020,,fedex,Delivered
1689,2703,3/20/2020,,fedex,Delivered
1690,5795,2/9/2020,,fedex,Delivered
1691,11378,2/3/2020,,fedex,Delivered
1692,1224,1/27/2020,,fedex,Delivered
1693,4651,1/9/2020,,fedex,Delivered
1694,21238,8/2/2024,,fedex,Delivered
1695,21197,6/25/2024,,fedex,Delivered
1696,21204,5/30/2024,,fedex,Delivered
1697,21151,5/20/2024,,fedex,Delivered
1698,21208,5/4/2024,,fedex,Delivered
1699,14649,1/21/2024,,fedex,Delivered
1700,11368,1/11/2024,,fedex,Delivered
1701,3586,1/6/2024,,fedex,Delivered
1702,1738,11/16/2023,,fedex,Delivered
1703,16001,9/29/2023,,fedex,Delivered
1704,6538,9/5/2023,,fedex,Delivered
1705,15656,9/5/2023,,fedex,Delivered
1706,16198,8/26/2023,,fedex,Delivered
1707,1262,8/26/2023,,fedex,Delivered
1708,9039,8/19/2023,,fedex,Delivered
1709,20130,8/11/2023,,fedex,Delivered
1710,14367,8/6/2023,,fedex,Delivered
1711,15875,6/24/2023,,fedex,Delivered
1712,20745,6/21/2023,,fedex,Delivered
1713,19986,6/14/2023,,fedex,Delivered
1714,10195,5/25/2023,,fedex,Delivered
1715,2886,5/15/2023,,fedex,Delivered
1716,19454,4/7/2023,,fedex,Delivered
1717,15315,2/7/2023,,fedex,Delivered
1718,16788,1/9/2023,,fedex,Delivered
1719,2497,12/18/2022,,fedex,Delivered
1720,5826,11/28/2022,,fedex,Delivered
1721,18701,11/21/2022,,fedex,Delivered
1722,19017,11/3/2022,,fedex,Delivered
1723,2760,10/23/2022,,fedex,Delivered
1724,8327,9/30/2022,,fedex,Delivered
1725,12245,9/27/2022,,fedex,Delivered
1726,17509,9/19/2022,,fedex,Delivered
1727,19720,9/14/2022,,fedex,Delivered
1728,16015,9/8/2022,,fedex,Delivered
1729,11376,8/10/2022,,fedex,Delivered
1730,14300,7/12/2022,,fedex,Delivered
1731,17631,7/8/2022,,fedex,Delivered
1732,7485,6/27/2022,,fedex,Delivered
1733,19588,6/19/2022,,fedex,Delivered
1734,5532,6/5/2022,,fedex,Delivered
1735,16797,6/6/2022,,fedex,Delivered
1736,13566,6/2/2022,,fedex,Delivered
1737,17896,6/1/2022,,fedex,Delivered
1738,15370,4/26/2022,,fedex,Delivered
1739,865,4/23/2022,,fedex,Delivered
1740,14823,3/31/2022,,fedex,Delivered
1741,10589,3/27/2022,,fedex,Delivered
1742,8624,3/28/2022,,fedex,Delivered
1743,702,3/25/2022,,fedex,Delivered
1744,19329,12/27/2021,,fedex,Delivered
1745,8361,12/9/2021,,fedex,Delivered
1746,19279,11/9/2021,,fedex,Delivered
1747,3451,10/28/2021,,fedex,Delivered
1748,14697,10/25/2021,,fedex,Delivered
1749,7171,10/10/2021,,fedex,Delivered
1750,15725,10/1/2021,,fedex,Delivered
1751,7307,9/27/2021,,fedex,Delivered
1752,13824,9/27/2021,,fedex,Delivered
1753,20261,9/9/2021,,fedex,Delivered
1754,20178,9/11/2021,,fedex,Delivered
1755,5874,9/6/2021,,fedex,Delivered
1756,11061,9/3/2021,,fedex,Delivered
1757,10525,8/18/2021,,fedex,Delivered
1758,14857,8/9/2021,,fedex,Delivered
1759,16448,8/9/2021,,fedex,Delivered
1760,16721,8/7/2021,,fedex,Delivered
1761,20504,8/3/2021,,fedex,Delivered
1762,12831,7/22/2021,,fedex,Delivered
1763,19371,7/17/2021,,fedex,Delivered
1764,16085,7/18/2021,,fedex,Delivered
1765,5082,6/28/2021,,fedex,Delivered
1766,8425,6/24/2021,,fedex,Delivered
1767,20062,6/19/2021,,fedex,Delivered
1768,13078,5/31/2021,,fedex,Delivered
1769,18174,6/3/2021,,fedex,Delivered
1770,9438,5/28/2021,,fedex,Delivered
1771,16901,5/13/2021,,fedex,Delivered
1772,11017,5/8/2021,,fedex,Delivered
1773,13096,5/6/2021,,fedex,Delivered
1774,19610,4/28/2021,,fedex,Delivered
1775,18193,4/20/2021,,fedex,Delivered
1776,6107,4/13/2021,,fedex,Delivered
1777,11081,4/8/2021,,fedex,Delivered
1778,16928,3/4/2021,,fedex,Delivered
1779,1269,3/2/2021,,fedex,Delivered
1780,49,12/26/2020,,fedex,Delivered
1781,9334,11/8/2020,,fedex,Delivered
1782,12320,8/2/2020,,fedex,Delivered
1783,5617,7/20/2020,,fedex,Delivered
1784,13819,6/4/2020,,fedex,Delivered
1785,9004,5/28/2020,,fedex,Delivered
1786,8017,5/25/2020,,fedex,Delivered
1787,14947,5/24/2020,,fedex,Delivered
1788,388,4/14/2020,,fedex,Delivered
1789,4319,4/11/2020,,fedex,Delivered
1790,14315,3/7/2020,,fedex,Delivered
1791,2488,2/25/2020,,fedex,Delivered
1792,4084,2/24/2020,,fedex,Delivered
1793,19785,1/12/2020,,fedex,Delivered
1794,21528,5/24/2024,,fedex,Delivered
1795,21047,5/3/2024,,fedex,Delivered
1796,21510,3/21/2024,,fedex,Delivered
1797,1703,12/31/2023,,fedex,Delivered
1798,1184,12/4/2023,,fedex,Delivered
1799,6026,9/21/2023,,fedex,Delivered
1800,18012,9/13/2023,,fedex,Delivered
1801,14920,9/5/2023,,fedex,Delivered
1802,19284,8/27/2023,,fedex,Delivered
1803,16580,8/23/2023,,fedex,Delivered
1804,1635,8/14/2023,,fedex,Delivered
1805,8304,8/12/2023,,fedex,Delivered
1806,5844,8/6/2023,,fedex,Delivered
1807,20722,6/4/2023,,fedex,Delivered
1808,10843,5/28/2023,,fedex,Delivered
1809,3348,5/12/2023,,fedex,Delivered
1810,19416,5/8/2023,,fedex,Delivered
1811,13472,4/12/2023,,fedex,Delivered
1812,5420,4/6/2023,,fedex,Delivered
1813,17471,4/5/2023,,fedex,Delivered
1814,8122,3/22/2023,,fedex,Delivered
1815,11451,3/18/2023,,fedex,Delivered
1816,18401,2/1/2023,,fedex,Delivered
1817,5741,1/12/2023,,fedex,Delivered
1818,2334,12/27/2022,,fedex,Delivered
1819,6167,12/15/2022,,fedex,Delivered
1820,9028,12/14/2022,,fedex,Delivered
1821,17378,12/3/2022,,fedex,Delivered
1822,6780,11/26/2022,,fedex,Delivered
1823,9160,11/24/2022,,fedex,Delivered
1824,8406,10/22/2022,,fedex,Delivered
1825,12672,10/20/2022,,fedex,Delivered
1826,12415,10/1/2022,,fedex,Delivered
1827,13894,9/15/2022,,fedex,Delivered
1828,13412,9/7/2022,,fedex,Delivered
1829,4247,8/31/2022,,fedex,Delivered
1830,10783,8/22/2022,,fedex,Delivered
1831,8639,8/7/2022,,fedex,Delivered
1832,2482,7/28/2022,,fedex,Delivered
1833,7418,6/27/2022,,fedex,Delivered
1834,17126,6/7/2022,,fedex,Delivered
1835,20836,6/5/2022,,fedex,Delivered
1836,14808,6/1/2022,,fedex,Delivered
1837,16270,6/1/2022,,fedex,Delivered
1838,4320,5/23/2022,,fedex,Delivered
1839,13344,5/19/2022,,fedex,Delivered
1840,20889,5/12/2022,,fedex,Delivered
1841,4573,5/1/2022,,fedex,Delivered
1842,8778,4/10/2022,,fedex,Delivered
1843,13402,3/28/2022,,fedex,Delivered
1844,9265,12/3/2021,,fedex,Delivered
1845,8829,11/13/2021,,fedex,Delivered
1846,7337,10/23/2021,,fedex,Delivered
1847,6442,10/1/2021,,fedex,Delivered
1848,10639,9/27/2021,,fedex,Delivered
1849,12130,9/15/2021,,fedex,Delivered
1850,20911,8/17/2021,,fedex,Delivered
1851,12715,7/9/2021,,fedex,Delivered
1852,8365,5/31/2021,,fedex,Delivered
1853,16404,4/26/2021,,fedex,Delivered
1854,17029,4/24/2021,,fedex,Delivered
1855,15595,4/6/2021,,fedex,Delivered
1856,1182,3/14/2021,,fedex,Delivered
1857,6914,2/12/2021,,fedex,Delivered
1858,13185,1/14/2021,,fedex,Delivered
1859,9284,10/16/2020,,fedex,Delivered
1860,16594,9/29/2020,,fedex,Delivered
1861,2057,8/29/2020,,fedex,Delivered
1862,19747,3/29/2020,,fedex,Delivered
1863,5135,2/14/2020,,fedex,Delivered
1864,8403,2/14/2020,,fedex,Delivered
1865,5072,1/4/2020,,fedex,Delivered
1866,21314,8/2/2024,,fedex,Delivered
1867,12072,2/17/2024,,fedex,Delivered
1868,10780,1/22/2024,,fedex,Delivered
1869,7745,12/30/2023,,fedex,Delivered
1870,19065,10/3/2023,,fedex,Delivered
1871,3426,9/30/2023,,fedex,Delivered
1872,18840,9/17/2023,,fedex,Delivered
1873,19456,9/15/2023,,fedex,Delivered
1874,9888,8/14/2023,,fedex,Delivered
1875,17055,8/14/2023,,fedex,Delivered
1876,8653,8/13/2023,,fedex,Delivered
1877,11445,7/31/2023,,fedex,Delivered
1878,10749,7/28/2023,,fedex,Delivered
1879,19088,7/24/2023,,fedex,Delivered
1880,18692,7/11/2023,,fedex,Delivered
1881,14930,5/28/2023,,fedex,Delivered
1882,14290,5/25/2023,,fedex,Delivered
1883,4654,4/29/2023,,fedex,Delivered
1884,5852,4/24/2023,,fedex,Delivered
1885,13396,4/18/2023,,fedex,Delivered
1886,9697,4/11/2023,,fedex,Delivered
1887,12434,3/31/2023,,fedex,Delivered
1888,16567,3/13/2023,,fedex,Delivered
1889,18393,1/19/2023,,fedex,Delivered
1890,647,12/16/2022,,fedex,Delivered
1891,8431,11/8/2022,,fedex,Delivered
1892,2598,10/1/2022,,fedex,Delivered
1893,13873,9/19/2022,,fedex,Delivered
1894,10078,8/31/2022,,fedex,Delivered
1895,19435,9/1/2022,,fedex,Delivered
1896,19898,8/21/2022,,fedex,Delivered
